states,regions,latitude,longitude,dates,usage
Goa,WR,15.491997,73.81800065,2019-01-15,12.4
DNH,WR,20.26657819,73.0166178,2019-01-15,17.3
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-15,160.7
Telangana,SR,18.1124,79.0193,2019-01-15,174.3
Karnataka,SR,12.57038129,76.91999711,2019-01-15,138.7
Kerala,SR,8.900372741,76.56999263,2019-01-15,64.2
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-15,288.7
Pondy,SR,11.93499371,79.83000037,2019-01-15,7.4
Bihar,ER,25.78541445,87.4799727,2019-01-15,93.7
Jharkhand,ER,23.80039349,86.41998572,2019-01-15,24.8
Odisha,ER,19.82042971,85.90001746,2019-01-15,82.1
West Bengal,ER,22.58039044,88.32994665,2019-01-15,143.4
Sikkim,ER,27.3333303,88.6166475,2019-01-15,0.7
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-15,2.2
Assam,NER,26.7499809,94.21666744,2019-01-15,29.2
Manipur,NER,24.79997072,93.95001705,2019-01-15,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-01-15,5.2
Mizoram,NER,23.71039899,92.72001461,2019-01-15,1.7
Nagaland,NER,25.6669979,94.11657019,2019-01-15,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-15,4.8
Punjab,NR,31.51997398,75.98000281,2019-01-16,231.9
Haryana,NR,28.45000633,77.01999101,2019-01-16,180.5
Rajasthan,NR,26.44999921,74.63998124,2019-01-16,175.3
Delhi,NR,28.6699929,77.23000403,2019-01-16,111.8
UP,NR,27.59998069,78.05000565,2019-01-16,399.0
Uttarakhand,NR,30.32040895,78.05000565,2019-01-16,41.0
HP,NR,31.10002545,77.16659704,2019-01-16,29.4
J&K,NR,33.45,76.24,2019-01-16,41.8
Chandigarh,NR,30.71999697,76.78000565,2019-01-16,6.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-16,89.2
Gujarat,WR,22.2587,71.1924,2019-01-16,299.5
MP,WR,21.30039105,76.13001949,2019-01-16,185.1
Maharashtra,WR,19.25023195,73.16017493,2019-01-16,377.1
Goa,WR,15.491997,73.81800065,2019-01-16,11.3
DNH,WR,20.26657819,73.0166178,2019-01-16,18.9
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-16,155.2
Telangana,SR,18.1124,79.0193,2019-01-16,161.3
Karnataka,SR,12.57038129,76.91999711,2019-01-16,175.2
Kerala,SR,8.900372741,76.56999263,2019-01-16,68.5
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-16,301.4
Pondy,SR,11.93499371,79.83000037,2019-01-16,7.6
Bihar,ER,25.78541445,87.4799727,2019-01-16,93.5
Jharkhand,ER,23.80039349,86.41998572,2019-01-16,22.1
Odisha,ER,19.82042971,85.90001746,2019-01-16,82.6
West Bengal,ER,22.58039044,88.32994665,2019-01-16,152.9
Sikkim,ER,27.3333303,88.6166475,2019-01-16,0.7
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-16,2.2
Assam,NER,26.7499809,94.21666744,2019-01-16,31.3
Manipur,NER,24.79997072,93.95001705,2019-01-16,2.3
Meghalaya,NER,25.57049217,91.8800142,2019-01-16,5.6
Mizoram,NER,23.71039899,92.72001461,2019-01-16,1.8
Nagaland,NER,25.6669979,94.11657019,2019-01-16,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-16,5.8
Punjab,NR,31.51997398,75.98000281,2019-01-17,253.8
Haryana,NR,28.45000633,77.01999101,2019-01-17,196.4
Rajasthan,NR,26.44999921,74.63998124,2019-01-17,197.2
Delhi,NR,28.6699929,77.23000403,2019-01-17,115.6
UP,NR,27.59998069,78.05000565,2019-01-17,412.5
Uttarakhand,NR,30.32040895,78.05000565,2019-01-17,41.7
HP,NR,31.10002545,77.16659704,2019-01-17,29.8
J&K,NR,33.45,76.24,2019-01-17,42.3
Chandigarh,NR,30.71999697,76.78000565,2019-01-17,5.6
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-17,83.5
Gujarat,WR,22.2587,71.1924,2019-01-17,282.0
MP,WR,21.30039105,76.13001949,2019-01-17,183.7
Maharashtra,WR,19.25023195,73.16017493,2019-01-17,368.4
Goa,WR,15.491997,73.81800065,2019-01-17,11.3
DNH,WR,20.26657819,73.0166178,2019-01-17,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-17,161.8
Telangana,SR,18.1124,79.0193,2019-01-17,156.5
Karnataka,SR,12.57038129,76.91999711,2019-01-17,167.1
Kerala,SR,8.900372741,76.56999263,2019-01-17,70.3
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-17,313.9
Pondy,SR,11.93499371,79.83000037,2019-01-17,7.7
Bihar,ER,25.78541445,87.4799727,2019-01-17,98.9
Jharkhand,ER,23.80039349,86.41998572,2019-01-17,22.3
Odisha,ER,19.82042971,85.90001746,2019-01-17,85.9
West Bengal,ER,22.58039044,88.32994665,2019-01-17,167.7
Sikkim,ER,27.3333303,88.6166475,2019-01-17,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-17,2.2
Assam,NER,26.7499809,94.21666744,2019-01-17,33.1
Manipur,NER,24.79997072,93.95001705,2019-01-17,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-01-17,5.5
Mizoram,NER,23.71039899,92.72001461,2019-01-17,1.8
Nagaland,NER,25.6669979,94.11657019,2019-01-17,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-17,4.2
Punjab,NR,31.51997398,75.98000281,2019-01-18,236.4
Haryana,NR,28.45000633,77.01999101,2019-01-18,193.9
Rajasthan,NR,26.44999921,74.63998124,2019-01-18,209.8
Delhi,NR,28.6699929,77.23000403,2019-01-18,117.9
UP,NR,27.59998069,78.05000565,2019-01-18,426.0
Uttarakhand,NR,30.32040895,78.05000565,2019-01-18,40.3
HP,NR,31.10002545,77.16659704,2019-01-18,27.9
J&K,NR,33.45,76.24,2019-01-18,36.7
Chandigarh,NR,30.71999697,76.78000565,2019-01-18,5.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-18,82.2
Gujarat,WR,22.2587,71.1924,2019-01-18,269.1
MP,WR,21.30039105,76.13001949,2019-01-18,183.4
Maharashtra,WR,19.25023195,73.16017493,2019-01-18,360.8
Goa,WR,15.491997,73.81800065,2019-01-18,11.3
DNH,WR,20.26657819,73.0166178,2019-01-18,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-18,169.9
Telangana,SR,18.1124,79.0193,2019-01-18,169.4
Karnataka,SR,12.57038129,76.91999711,2019-01-18,182.5
Kerala,SR,8.900372741,76.56999263,2019-01-18,71.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-18,321.5
Pondy,SR,11.93499371,79.83000037,2019-01-18,8.2
Bihar,ER,25.78541445,87.4799727,2019-01-18,106.1
Jharkhand,ER,23.80039349,86.41998572,2019-01-18,24.1
Odisha,ER,19.82042971,85.90001746,2019-01-18,89.1
West Bengal,ER,22.58039044,88.32994665,2019-01-18,175.9
Sikkim,ER,27.3333303,88.6166475,2019-01-18,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-18,2.5
Assam,NER,26.7499809,94.21666744,2019-01-18,32.5
Manipur,NER,24.79997072,93.95001705,2019-01-18,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-01-18,5.8
Mizoram,NER,23.71039899,92.72001461,2019-01-18,1.6
Nagaland,NER,25.6669979,94.11657019,2019-01-18,2.3
Tripura,NER,23.83540428,91.27999914,2019-01-18,4.3
Punjab,NR,31.51997398,75.98000281,2019-01-19,229.8
Haryana,NR,28.45000633,77.01999101,2019-01-19,201.8
Rajasthan,NR,26.44999921,74.63998124,2019-01-19,197.6
Delhi,NR,28.6699929,77.23000403,2019-01-19,121.9
UP,NR,27.59998069,78.05000565,2019-01-19,437.9
Uttarakhand,NR,30.32040895,78.05000565,2019-01-19,42.4
HP,NR,31.10002545,77.16659704,2019-01-19,28.7
J&K,NR,33.45,76.24,2019-01-19,38.5
Chandigarh,NR,30.71999697,76.78000565,2019-01-19,5.3
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-19,86.8
Gujarat,WR,22.2587,71.1924,2019-01-19,260.2
MP,WR,21.30039105,76.13001949,2019-01-19,183.7
Maharashtra,WR,19.25023195,73.16017493,2019-01-19,371.2
Goa,WR,15.491997,73.81800065,2019-01-19,11.8
DNH,WR,20.26657819,73.0166178,2019-01-19,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-19,166.0
Telangana,SR,18.1124,79.0193,2019-01-19,171.8
Karnataka,SR,12.57038129,76.91999711,2019-01-19,185.0
Kerala,SR,8.900372741,76.56999263,2019-01-19,72.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-19,325.8
Pondy,SR,11.93499371,79.83000037,2019-01-19,8.3
Bihar,ER,25.78541445,87.4799727,2019-01-19,105.5
Jharkhand,ER,23.80039349,86.41998572,2019-01-19,23.8
Odisha,ER,19.82042971,85.90001746,2019-01-19,98.1
West Bengal,ER,22.58039044,88.32994665,2019-01-19,180.6
Sikkim,ER,27.3333303,88.6166475,2019-01-19,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-19,2.4
Assam,NER,26.7499809,94.21666744,2019-01-19,31.4
Manipur,NER,24.79997072,93.95001705,2019-01-19,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-01-19,5.6
Mizoram,NER,23.71039899,92.72001461,2019-01-19,1.6
Nagaland,NER,25.6669979,94.11657019,2019-01-19,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-19,4.8
Punjab,NR,31.51997398,75.98000281,2019-01-20,195.0
Haryana,NR,28.45000633,77.01999101,2019-01-20,192.3
Rajasthan,NR,26.44999921,74.63998124,2019-01-20,197.6
Delhi,NR,28.6699929,77.23000403,2019-01-20,121.7
UP,NR,27.59998069,78.05000565,2019-01-20,428.3
Uttarakhand,NR,30.32040895,78.05000565,2019-01-20,42.4
HP,NR,31.10002545,77.16659704,2019-01-20,28.1
J&K,NR,33.45,76.24,2019-01-20,40.4
Chandigarh,NR,30.71999697,76.78000565,2019-01-20,5.1
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-20,90.0
Gujarat,WR,22.2587,71.1924,2019-01-20,273.8
MP,WR,21.30039105,76.13001949,2019-01-20,189.3
Maharashtra,WR,19.25023195,73.16017493,2019-01-20,362.4
Goa,WR,15.491997,73.81800065,2019-01-20,11.8
DNH,WR,20.26657819,73.0166178,2019-01-20,17.7
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-20,153.9
Telangana,SR,18.1124,79.0193,2019-01-20,152.0
Karnataka,SR,12.57038129,76.91999711,2019-01-20,184.7
Kerala,SR,8.900372741,76.56999263,2019-01-20,72.4
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-20,325.4
Pondy,SR,11.93499371,79.83000037,2019-01-20,8.3
Bihar,ER,25.78541445,87.4799727,2019-01-20,106.7
Jharkhand,ER,23.80039349,86.41998572,2019-01-20,25.0
Odisha,ER,19.82042971,85.90001746,2019-01-20,96.5
West Bengal,ER,22.58039044,88.32994665,2019-01-20,178.9
Sikkim,ER,27.3333303,88.6166475,2019-01-20,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-20,2.1
Assam,NER,26.7499809,94.21666744,2019-01-20,33.0
Manipur,NER,24.79997072,93.95001705,2019-01-20,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-01-20,5.6
Mizoram,NER,23.71039899,92.72001461,2019-01-20,1.7
Nagaland,NER,25.6669979,94.11657019,2019-01-20,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-20,5.5
Punjab,NR,31.51997398,75.98000281,2019-01-21,207.1
Haryana,NR,28.45000633,77.01999101,2019-01-21,182.9
Rajasthan,NR,26.44999921,74.63998124,2019-01-21,189.7
Delhi,NR,28.6699929,77.23000403,2019-01-21,112.2
UP,NR,27.59998069,78.05000565,2019-01-21,407.9
Uttarakhand,NR,30.32040895,78.05000565,2019-01-21,39.8
HP,NR,31.10002545,77.16659704,2019-01-21,28.8
J&K,NR,33.45,76.24,2019-01-21,41.7
Chandigarh,NR,30.71999697,76.78000565,2019-01-21,5.2
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-21,87.5
Gujarat,WR,22.2587,71.1924,2019-01-21,276.7
MP,WR,21.30039105,76.13001949,2019-01-21,187.9
Maharashtra,WR,19.25023195,73.16017493,2019-01-21,356.6
Goa,WR,15.491997,73.81800065,2019-01-21,11.8
DNH,WR,20.26657819,73.0166178,2019-01-21,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-21,153.3
Telangana,SR,18.1124,79.0193,2019-01-21,144.5
Karnataka,SR,12.57038129,76.91999711,2019-01-21,179.9
Kerala,SR,8.900372741,76.56999263,2019-01-21,72.1
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-21,311.5
Pondy,SR,11.93499371,79.83000037,2019-01-21,8.0
Bihar,ER,25.78541445,87.4799727,2019-01-21,109.1
Jharkhand,ER,23.80039349,86.41998572,2019-01-21,24.8
Odisha,ER,19.82042971,85.90001746,2019-01-21,97.6
West Bengal,ER,22.58039044,88.32994665,2019-01-21,178.9
Sikkim,ER,27.3333303,88.6166475,2019-01-21,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-21,2.2
Assam,NER,26.7499809,94.21666744,2019-01-21,34.3
Manipur,NER,24.79997072,93.95001705,2019-01-21,2.7
Meghalaya,NER,25.57049217,91.8800142,2019-01-21,5.7
Mizoram,NER,23.71039899,92.72001461,2019-01-21,1.8
Nagaland,NER,25.6669979,94.11657019,2019-01-21,2.3
Tripura,NER,23.83540428,91.27999914,2019-01-21,5.4
Punjab,NR,31.51997398,75.98000281,2019-01-22,218.9
Haryana,NR,28.45000633,77.01999101,2019-01-22,178.2
Rajasthan,NR,26.44999921,74.63998124,2019-01-22,191.9
Delhi,NR,28.6699929,77.23000403,2019-01-22,108.0
UP,NR,27.59998069,78.05000565,2019-01-22,417.1
Uttarakhand,NR,30.32040895,78.05000565,2019-01-22,38.8
HP,NR,31.10002545,77.16659704,2019-01-22,26.5
J&K,NR,33.45,76.24,2019-01-22,42.5
Chandigarh,NR,30.71999697,76.78000565,2019-01-22,5.1
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-22,90.2
Gujarat,WR,22.2587,71.1924,2019-01-22,263.5
MP,WR,21.30039105,76.13001949,2019-01-22,188.2
Maharashtra,WR,19.25023195,73.16017493,2019-01-22,330.8
Goa,WR,15.491997,73.81800065,2019-01-22,8.2
DNH,WR,20.26657819,73.0166178,2019-01-22,16.3
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-22,152.6
Telangana,SR,18.1124,79.0193,2019-01-22,150.3
Karnataka,SR,12.57038129,76.91999711,2019-01-22,157.5
Kerala,SR,8.900372741,76.56999263,2019-01-22,65.5
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-22,295.3
Pondy,SR,11.93499371,79.83000037,2019-01-22,7.6
Bihar,ER,25.78541445,87.4799727,2019-01-22,111.0
Jharkhand,ER,23.80039349,86.41998572,2019-01-22,23.8
Odisha,ER,19.82042971,85.90001746,2019-01-22,97.2
West Bengal,ER,22.58039044,88.32994665,2019-01-22,173.0
Sikkim,ER,27.3333303,88.6166475,2019-01-22,0.6
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-22,2.3
Assam,NER,26.7499809,94.21666744,2019-01-22,33.3
Manipur,NER,24.79997072,93.95001705,2019-01-22,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-01-22,5.7
Mizoram,NER,23.71039899,92.72001461,2019-01-22,1.8
Nagaland,NER,25.6669979,94.11657019,2019-01-22,2.4
Tripura,NER,23.83540428,91.27999914,2019-01-22,4.9
Punjab,NR,31.51997398,75.98000281,2019-01-23,136.0
Haryana,NR,28.45000633,77.01999101,2019-01-23,150.5
Rajasthan,NR,26.44999921,74.63998124,2019-01-23,227.2
Delhi,NR,28.6699929,77.23000403,2019-01-23,109.3
UP,NR,27.59998069,78.05000565,2019-01-23,395.8
Uttarakhand,NR,30.32040895,78.05000565,2019-01-23,41.5
HP,NR,31.10002545,77.16659704,2019-01-23,27.3
J&K,NR,33.45,76.24,2019-01-23,44.3
Chandigarh,NR,30.71999697,76.78000565,2019-01-23,4.8
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-23,105.7
Gujarat,WR,22.2587,71.1924,2019-01-23,391.4
MP,WR,21.30039105,76.13001949,2019-01-23,219.7
Maharashtra,WR,19.25023195,73.16017493,2019-01-23,499.4
Goa,WR,15.491997,73.81800065,2019-01-23,13.5
DNH,WR,20.26657819,73.0166178,2019-01-23,18.9
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-23,194.9
Telangana,SR,18.1124,79.0193,2019-01-23,175.0
Karnataka,SR,12.57038129,76.91999711,2019-01-23,230.1
Kerala,SR,8.900372741,76.56999263,2019-01-23,82.3
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-23,340.6
Pondy,SR,11.93499371,79.83000037,2019-01-23,8.9
Bihar,ER,25.78541445,87.4799727,2019-01-23,101.7
Jharkhand,ER,23.80039349,86.41998572,2019-01-23,27.5
Odisha,ER,19.82042971,85.90001746,2019-01-23,97.1
West Bengal,ER,22.58039044,88.32994665,2019-01-23,183.4
Sikkim,ER,27.3333303,88.6166475,2019-01-23,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-23,2.2
Assam,NER,26.7499809,94.21666744,2019-01-23,22.5
Manipur,NER,24.79997072,93.95001705,2019-01-23,1.8
Meghalaya,NER,25.57049217,91.8800142,2019-01-23,5.6
Mizoram,NER,23.71039899,92.72001461,2019-01-23,1.8
Nagaland,NER,25.6669979,94.11657019,2019-01-23,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-23,5.5
Punjab,NR,31.51997398,75.98000281,2019-01-24,132.5
Haryana,NR,28.45000633,77.01999101,2019-01-24,154.7
Rajasthan,NR,26.44999921,74.63998124,2019-01-24,231.6
Delhi,NR,28.6699929,77.23000403,2019-01-24,111.9
UP,NR,27.59998069,78.05000565,2019-01-24,410.9
Uttarakhand,NR,30.32040895,78.05000565,2019-01-24,41.8
HP,NR,31.10002545,77.16659704,2019-01-24,27.6
J&K,NR,33.45,76.24,2019-01-24,43.9
Chandigarh,NR,30.71999697,76.78000565,2019-01-24,5.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-24,105.9
Gujarat,WR,22.2587,71.1924,2019-01-24,385.3
MP,WR,21.30039105,76.13001949,2019-01-24,219.7
Maharashtra,WR,19.25023195,73.16017493,2019-01-24,508.9
Goa,WR,15.491997,73.81800065,2019-01-24,13.5
DNH,WR,20.26657819,73.0166178,2019-01-24,18.8
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-24,193.7
Telangana,SR,18.1124,79.0193,2019-01-24,177.3
Karnataka,SR,12.57038129,76.91999711,2019-01-24,214.8
Kerala,SR,8.900372741,76.56999263,2019-01-24,79.5
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-24,332.7
Pondy,SR,11.93499371,79.83000037,2019-01-24,9.1
Bihar,ER,25.78541445,87.4799727,2019-01-24,105.0
Jharkhand,ER,23.80039349,86.41998572,2019-01-24,25.9
Odisha,ER,19.82042971,85.90001746,2019-01-24,98.0
West Bengal,ER,22.58039044,88.32994665,2019-01-24,175.5
Sikkim,ER,27.3333303,88.6166475,2019-01-24,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-24,2.3
Assam,NER,26.7499809,94.21666744,2019-01-24,21.3
Manipur,NER,24.79997072,93.95001705,2019-01-24,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-01-24,5.6
Mizoram,NER,23.71039899,92.72001461,2019-01-24,1.6
Nagaland,NER,25.6669979,94.11657019,2019-01-24,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-24,4.5
Punjab,NR,31.51997398,75.98000281,2019-01-25,134.3
Haryana,NR,28.45000633,77.01999101,2019-01-25,155.2
Rajasthan,NR,26.44999921,74.63998124,2019-01-25,232.4
Delhi,NR,28.6699929,77.23000403,2019-01-25,114.2
UP,NR,27.59998069,78.05000565,2019-01-25,408.7
Uttarakhand,NR,30.32040895,78.05000565,2019-01-25,40.2
HP,NR,31.10002545,77.16659704,2019-01-25,25.7
J&K,NR,33.45,76.24,2019-01-25,43.7
Chandigarh,NR,30.71999697,76.78000565,2019-01-25,5.1
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-25,103.7
Gujarat,WR,22.2587,71.1924,2019-01-25,380.2
MP,WR,21.30039105,76.13001949,2019-01-25,218.4
Maharashtra,WR,19.25023195,73.16017493,2019-01-25,456.0
Goa,WR,15.491997,73.81800065,2019-01-25,13.5
DNH,WR,20.26657819,73.0166178,2019-01-25,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-25,176.4
Telangana,SR,18.1124,79.0193,2019-01-25,160.9
Karnataka,SR,12.57038129,76.91999711,2019-01-25,180.6
Kerala,SR,8.900372741,76.56999263,2019-01-25,74.8
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-25,298.4
Pondy,SR,11.93499371,79.83000037,2019-01-25,6.6
Bihar,ER,25.78541445,87.4799727,2019-01-25,102.1
Jharkhand,ER,23.80039349,86.41998572,2019-01-25,23.2
Odisha,ER,19.82042971,85.90001746,2019-01-25,97.1
West Bengal,ER,22.58039044,88.32994665,2019-01-25,161.2
Sikkim,ER,27.3333303,88.6166475,2019-01-25,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-25,2.2
Assam,NER,26.7499809,94.21666744,2019-01-25,18.7
Manipur,NER,24.79997072,93.95001705,2019-01-25,2.4
Meghalaya,NER,25.57049217,91.8800142,2019-01-25,4.9
Mizoram,NER,23.71039899,92.72001461,2019-01-25,1.7
Nagaland,NER,25.6669979,94.11657019,2019-01-25,2.1
Tripura,NER,23.83540428,91.27999914,2019-01-25,4.9
Punjab,NR,31.51997398,75.98000281,2019-01-26,135.9
Haryana,NR,28.45000633,77.01999101,2019-01-26,143.2
Rajasthan,NR,26.44999921,74.63998124,2019-01-26,229.6
Delhi,NR,28.6699929,77.23000403,2019-01-26,112.7
UP,NR,27.59998069,78.05000565,2019-01-26,373.4
Uttarakhand,NR,30.32040895,78.05000565,2019-01-26,35.5
HP,NR,31.10002545,77.16659704,2019-01-26,26.2
J&K,NR,33.45,76.24,2019-01-26,43.1
Chandigarh,NR,30.71999697,76.78000565,2019-01-26,4.7
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-26,105.8
Gujarat,WR,22.2587,71.1924,2019-01-26,380.6
MP,WR,21.30039105,76.13001949,2019-01-26,219.8
Maharashtra,WR,19.25023195,73.16017493,2019-01-26,485.9
Goa,WR,15.491997,73.81800065,2019-01-26,13.5
DNH,WR,20.26657819,73.0166178,2019-01-26,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-26,172.4
Telangana,SR,18.1124,79.0193,2019-01-26,165.2
Karnataka,SR,12.57038129,76.91999711,2019-01-26,209.6
Kerala,SR,8.900372741,76.56999263,2019-01-26,80.7
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-26,330.0
Pondy,SR,11.93499371,79.83000037,2019-01-26,7.4
Bihar,ER,25.78541445,87.4799727,2019-01-26,100.1
Jharkhand,ER,23.80039349,86.41998572,2019-01-26,25.0
Odisha,ER,19.82042971,85.90001746,2019-01-26,87.7
West Bengal,ER,22.58039044,88.32994665,2019-01-26,169.5
Sikkim,ER,27.3333303,88.6166475,2019-01-26,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-26,2.2
Assam,NER,26.7499809,94.21666744,2019-01-26,22.3
Manipur,NER,24.79997072,93.95001705,2019-01-26,2.4
Meghalaya,NER,25.57049217,91.8800142,2019-01-26,5.6
Mizoram,NER,23.71039899,92.72001461,2019-01-26,1.6
Nagaland,NER,25.6669979,94.11657019,2019-01-26,2.2
Tripura,NER,23.83540428,91.27999914,2019-01-26,5.4
Punjab,NR,31.51997398,75.98000281,2019-01-27,141.2
Haryana,NR,28.45000633,77.01999101,2019-01-27,138.9
Rajasthan,NR,26.44999921,74.63998124,2019-01-27,226.9
Delhi,NR,28.6699929,77.23000403,2019-01-27,105.0
UP,NR,27.59998069,78.05000565,2019-01-27,341.6
Uttarakhand,NR,30.32040895,78.05000565,2019-01-27,37.9
HP,NR,31.10002545,77.16659704,2019-01-27,27.0
J&K,NR,33.45,76.24,2019-01-27,45.3
Chandigarh,NR,30.71999697,76.78000565,2019-01-27,4.7
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-27,98.3
Gujarat,WR,22.2587,71.1924,2019-01-27,379.4
MP,WR,21.30039105,76.13001949,2019-01-27,212.8
Maharashtra,WR,19.25023195,73.16017493,2019-01-27,485.2
Goa,WR,15.491997,73.81800065,2019-01-27,13.5
DNH,WR,20.26657819,73.0166178,2019-01-27,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-27,181.0
Telangana,SR,18.1124,79.0193,2019-01-27,168.4
Karnataka,SR,12.57038129,76.91999711,2019-01-27,223.4
Kerala,SR,8.900372741,76.56999263,2019-01-27,81.9
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-27,347.2
Pondy,SR,11.93499371,79.83000037,2019-01-27,8.6
Bihar,ER,25.78541445,87.4799727,2019-01-27,82.8
Jharkhand,ER,23.80039349,86.41998572,2019-01-27,21.4
Odisha,ER,19.82042971,85.90001746,2019-01-27,51.1
West Bengal,ER,22.58039044,88.32994665,2019-01-27,135.6
Sikkim,ER,27.3333303,88.6166475,2019-01-27,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-01-27,2.2
Assam,NER,26.7499809,94.21666744,2019-01-27,23.6
Manipur,NER,24.79997072,93.95001705,2019-01-27,2.4
Meghalaya,NER,25.57049217,91.8800142,2019-01-27,5.6
Mizoram,NER,23.71039899,92.72001461,2019-01-27,1.8
Nagaland,NER,25.6669979,94.11657019,2019-01-27,2.3
Tripura,NER,23.83540428,91.27999914,2019-01-27,4.1
Punjab,NR,31.51997398,75.98000281,2019-01-28,144.5
Haryana,NR,28.45000633,77.01999101,2019-01-28,148.6
Rajasthan,NR,26.44999921,74.63998124,2019-01-28,222.4
Delhi,NR,28.6699929,77.23000403,2019-01-28,100.5
UP,NR,27.59998069,78.05000565,2019-01-28,393.3
Uttarakhand,NR,30.32040895,78.05000565,2019-01-28,41.8
HP,NR,31.10002545,77.16659704,2019-01-28,26.9
J&K,NR,33.45,76.24,2019-01-28,46.2
Chandigarh,NR,30.71999697,76.78000565,2019-01-28,4.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-01-28,94.8
Gujarat,WR,22.2587,71.1924,2019-01-28,377.9
MP,WR,21.30039105,76.13001949,2019-01-28,210.0
Maharashtra,WR,19.25023195,73.16017493,2019-01-28,485.1
Goa,WR,15.491997,73.81800065,2019-01-28,11.6
DNH,WR,20.26657819,73.0166178,2019-01-28,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-28,189.4
Telangana,SR,18.1124,79.0193,2019-01-28,168.8
Karnataka,SR,12.57038129,76.91999711,2019-01-28,224.5
Kerala,SR,8.900372741,76.56999263,2019-01-28,80.8
Tamil Nadu,SR,12.92038576,79.15004187,2019-01-28,346.6
Pondy,SR,11.93499371,79.83000037,2019-01-28,8.8
Bihar,ER,25.78541445,87.4799727,2019-01-28,80.4
Jharkhand,ER,23.80039349,86.41998572,2019-01-28,18.7
Odisha,ER,19.82042971,85.90001746,2019-01-28,55.8
West Bengal,ER,22.58039044,88.32994665,2019-01-28,103.6
Sikkim,ER,27.3333303,88.6166475,2019-01-28,1.1
